,text,emotion,sentiment
15907,feel like mouse among men perpetually terrified,fear,negative
15908,love around people naturally feed energy feel alone world,sadness,positive
15909,im feeling little vain today outfit,sadness,negative
15910,see food weight gain feeling punished rather need control times know pesky underlying issues,sadness,neutral
15911,im organised person feel assured pre plan,joy,neutral
15912,feel like perfect kind shade crazy weather uk right cloudy sunny windy cold warm,joy,positive
15913,part basically feeling sympathetic bit late opinion hachi rushes find nobu trying help nana blowing paper bag,love,positive
15914,feel uncertain crying phone saying cant finish reading,fear,negative
15915,responded feel unfortunate rather felt fortunate made decisions could sleep night,sadness,negative
15916,feel isolated though observing,sadness,neutral
15917,ive never life anyone make feel unimportant insignificant,sadness,negative
15918,feel less isolated,sadness,negative
15919,move rooms feel absolutely exhausted,sadness,negative
15920,always think past start crying also happy idk start feeling sad,sadness,negative
15921,also amazing community friends artists feel accepted know belong,joy,positive
15922,im feeling gently hesitant posting photos time race slapped copy every picture,fear,positive
15923,constantly tumblr feel free follow poetry blog riotousrambling,joy,positive
15924,ive feeling sentimental got two faux diamond rings,sadness,negative
15925,feel write something making reluctant,fear,neutral
15926,feel fine ep w ps odeon spain us,joy,positive
15927,feeling generous might giving away disney gift card blog,joy,neutral
15928,feel environmentally friendly longer produce books second much easier spread around files internet,joy,positive
15929,feel beaten worked,sadness,neutral
15930,im feeling ok raging hormones,joy,positive
15931,feel quite honored exhibit work portugal especially within critical philosophical context god factor project said west,joy,neutral
15932,miss lev didnt think would cos lately school weve rubbing eachother bad directions think feel break serving splendid cleansing time,joy,negative
15933,sensed much offer also many many times behaviour made doubt make feel special times frankly rude immature,joy,positive
15934,needed feeling empty,sadness,negative
15935,feel quite idiotic whatever,sadness,negative
15936,im better rest feeling feeling accepted,love,positive
15937,still feel pretty gloomy,sadness,positive
15938,feel like ungrateful bitch made see,sadness,neutral
15939,feel like missed much want soak every thing,sadness,positive
15940,cant help feel intelligent body hate feeling helpless think worked really isnt,joy,positive
15941,get feeling totally isolated talk low self esteem behind back think much kind killjoy sometimes disappointed must failure,sadness,negative
15942,working certain place everyday work dad would come pick one day come,fear,positive
15943,believe readers feel impressed individual journey,surprise,positive
15944,think high school experience instantly feel like shy confused terrorised teenager,fear,negative
15945,already feeling kind frantic upset im spending another year god forsaken school,fear,positive
15946,reply best reply questions feel free contact via twitter isobelmeg xx,joy,positive
15947,feel truly delighted already changed short period time,joy,positive
15948,feeling going really long obnoxious,anger,negative
15949,feel energetic going take hike,joy,positive
15950,im feeling rather cranky impatient little one,anger,negative
15951,feel talented precisely need tiger tiger dance tiger,joy,positive
15952,feel insulted victim triangle,anger,negative
15953,squirmed pain starting get stopped feeling resigned,sadness,neutral
15954,could feel calf muscles starting get grouchy cramp around ribcage,anger,neutral
15955,shouldnt feel altogether mellow,joy,neutral
15956,feeling inspired get work done,joy,neutral
15957,know solved anything sure would momentarily made feel less agitated sure,anger,positive
15958,feel going sequel would liked closure book ending,love,positive
15959,feeling like citizen feel welcomed japan english teacher home country black person,joy,negative
15960,im really lucky partner im really trying hard keeping busy tasks im really feeling disheartened right,sadness,positive
15961,walking around feeling quite tortured spent many hours still finished learned things,anger,positive
15962,understand feeling uncertain abc link,fear,neutral
15963,love feel blessed lucky able travel creative meet amazing people wake every day loving job,love,positive
15964,annoyed info dump made book long feel miss something skipped annoyed pages,anger,negative
15965,im sure parents feeling grandparents manchester ones aunty uncle ecstatic,joy,positive
15966,still feel devastated disconsolate,sadness,neutral
15967,feeling im going heartless,anger,neutral
15968,feeling bit discouraged words really hit home,sadness,positive
15969,feel sympathy suffering,sadness,neutral
15970,admit im feeling pretty overwhelmed,surprise,positive
15971,feel would loving warn impending social crises facing montana,love,positive
15972,ive come point feel submissive self task handling,sadness,neutral
15973,feel happy earlier,joy,positive
15974,feeling much like guy pic little overwhelmed starved time delighted making new work preparing little florida bungalow thanksgiving guests weekend,surprise,positive
15975,inspect samples wheat started feeling suspicious character,fear,neutral
15976,didnt feel exhausted,sadness,negative
15977,often find self feeling offended hear people believe otherwise brilliant people following consider odd superstitions strange rituals,anger,positive
15978,remember waking feeling anxious excited read bible amazing god change desires,fear,positive
15979,writer block feel apprehensive writing next scene copy paste part new document write freely without feeling set stone saved manuscript,fear,positive
15980,need work better nutrition time feel amazing,joy,positive
15981,dont even know going write wines flowing dining rooms playing pandora feeling cosmopolitian artistic tonight,joy,positive
15982,took minute appreciate trees around calming energy gave time feeling little bit irritable,anger,negative
